row_id,text,true_label,true_label_enc,challenge_type,dataset
1165,"<USER> 2.5 hour delay, misplaced bag, poor communication, and the worse: unsympathetic, confrontational gate agent. Not cool!!!",negative,0,negation|emoji_heavy,D2
1166,<USER> Yes. Your service in GUC sucks. Your gate agent pushed a passenger and has been rude to everyone since we got here.,negative,0,emoji_heavy,D2
1167,"<USER> here we go again, 2nd round trip to CA in a week #TrueBlue",neutral,1,emoji_heavy,D2
1168,<USER>'s first-class #cockup <URL>,negative,0,emoji_heavy|short_ambiguous,D2
1169,<USER> I had a rep 10 min in who said she couldn't help so transferred me to dividend miles customer service,negative,0,emoji_heavy,D2
1170,<USER> I just want to find my bag so I won't have to go through the hassle of trying to claim what was in my suitcase #usairwaysfail,negative,0,emoji_heavy,D2
1171,<USER> was on hold for about 45 minutes after speaking 2 lady at the airport counter. Gave up,negative,0,emoji_heavy,D2
1172,<USER> agent did help me. My point: there's a problem &amp; I don't want it to mess up somebody else's plans. Can u flow this to tech team pls?,negative,0,emoji_heavy,D2
1173,<USER> they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them,negative,0,negation|emoji_heavy,D2
1174,<USER> Why haven't you released a travel advisory for IAD for tomorrow????!!!!!!!!,negative,0,emoji_heavy,D2
1175,<USER> thanks for seating me next to 2 hot athletes. This flight is significantly better now!,positive,2,emoji_heavy,D2
1176,<USER> OK she is worried that something is wrong with the flight - #1870 - and should she consider flying earlier,neutral,1,emoji_heavy,D2
1177,<USER> and stranded passengers aren't being helped to get another flight?,negative,0,emoji_heavy,D2
1178,<USER> Can you check on he status of my EXP membership card? Need the physical card to access some international lounges soon.,neutral,1,emoji_heavy,D2
1179,<USER> just messaged you. Please have someone contact us immediately.,negative,0,emoji_heavy,D2
1180,<USER> my flight 129 to dallas and 259 to SFO has been Cancelled Flighted and they can't get me on anything else until tomorrow. You won't put,negative,0,emoji_heavy,D2
1181,"<USER> delayed my flight 3 times before Cancelled Flighting it, had angry and rude workers, and are now providing no helpful service at all",negative,0,negation|emoji_heavy,D2
1182,<USER> you should update your passbook passes with any gate changes.,neutral,1,emoji_heavy,D2
1183,<USER> to jump into the Dallas-Austin market - <USER> <URL>,neutral,1,emoji_heavy,D2
1184,"<USER> If you believe in keeping your customers happy, especially after a mistake was made on your part...",negative,0,emoji_heavy,D2
1185,<USER> that's right- with an overnight Miami.,neutral,1,emoji_heavy,D2
1186,<USER> I suppose your customers enjoy screaming toddlers then. Not my problem if someone complains!,negative,0,negation|emoji_heavy,D2
1187,<USER> Thank u! Did reach out to both and have not had a response yet. Lost and Found goes straight to VM.,negative,0,negation|emoji_heavy,D2
1188,<USER> thanks for reaching out to me. My Gold Div no. 2k424j0. My Flights were changed under Confirmation # DNX58V.,positive,2,negation|emoji_heavy,D2
1189,<USER> I will. Is it down or is just me?,negative,0,emoji_heavy,D2
1190,<USER> HELLO?! It's been FOUR HOURS since plane landed! Flt 630 phx to JFK. 3 hrs on Tarmac waiting 4 gate. Plus an hour no bags yet,negative,0,negation|emoji_heavy,D2
1191,<USER> <USER> she tried they are not doing anything said they would talk to stewardess about serving drunks drinks how does that help,negative,0,negation|emoji_heavy,D2
1192,"<USER> I ""heart"" Southwest but those commercials aimed to satisfy a nano-smattering of travelers to few destinations.",negative,0,emoji_heavy,D2
1193,<USER> thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!,positive,2,emoji_heavy,D2
1194,<USER> sure knows how to pamper customers they strand abroad. #badcustomerservice #fend4yourself #youareonyourown <URL>,negative,0,hashtag_heavy|emoji_heavy,D2
1195,<USER> A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,negative,0,emoji_heavy,D2
1196,<USER> what's the hold up with flight 1553? boarding should've taken place 30 minutes ago.,negative,0,emoji_heavy,D2
1197,<USER> anything yet JJ?,neutral,1,emoji_heavy|short_ambiguous,D2
1198,<USER> Hi. Get error msg when trying to check in on line. States: wrong pass#. Tickets rcvd from AA due to training in DFW. U know Y?,negative,0,emoji_heavy,D2
1199,<USER> the app doesn't allow Canadian address. I used the mobile Canadian site and it will not let you select a passenger.,negative,0,negation|emoji_heavy,D2
1200,<USER> <USER> Same,neutral,1,emoji_heavy|short_ambiguous,D2
1201,"<USER> FYI twice now I've tried the ""we'll call you when someone is free"" thing. Both times it called, I picked up, then it hung up.",negative,0,emoji_heavy,D2
1202,<USER> <USER> <USER> I am going to be stuck in Florida for 3 days because <USER> wouldn't hold my connecting flight to LGA,negative,0,emoji_heavy,D2
1203,<USER> being told JFK had a 5 hour delay this AM which is reason for my delay now. It can't be that hard to notify with 12 hours notice,negative,0,emoji_heavy,D2
1204,"<USER> promised 4 rooms until Wednesday, (wentook3) and the hotel charged us $79 per room because we had a pink paper needed white?",negative,0,emoji_heavy,D2
1205,<USER> I DM'd you,neutral,1,emoji_heavy|short_ambiguous,D2
1206,<USER> hahah 😂👌👌👌 love flying jet blue tho!! <URL>,positive,2,emoji_heavy,D2
1207,<USER> get me outta here,negative,0,emoji_heavy,D2
1208,<USER> it would be super if you paid as much attention to actual fliers as you do to credit card holders.,negative,0,emoji_heavy,D2
1209,"<USER> Thank U for the 1hr delay then boarding us onto a plane that reeks of vomit, flight attendant indicated it wasn't cleaned properly.",negative,0,emoji_heavy,D2
1210,"<USER> speaking of my flight, skateboards are allowed as carry on bagage right? No extra payment needed?",neutral,1,negation|emoji_heavy,D2
1211,"<USER> appreciate the early arrival of UA1002, but any chance ORD will ever bring the bags out?",negative,0,emoji_heavy,D2
1212,"<USER> customer svc worse than the #WinterWeather ! Flight Cancelled Flighted, website malfunction, on hold for &gt;1:34. <URL>",negative,0,emoji_heavy,D2
1213,"<USER> I shared my experience several times (AA Ref#1-2990176298), but AA's response is senseless, weather was not the cause!!!",negative,0,negation|emoji_heavy,D2
1214,"<USER> I am sure you are sincere in your apology, its disappointing from a customer perspective when you want loyal customers #options",negative,0,emoji_heavy,D2
1215,<USER> unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth,negative,0,emoji_heavy,D2
1216,"<USER> hi! Could you protect me on US 445 just in case? Still on ground with no checked luggage, but still a chance I can make original",neutral,1,negation|emoji_heavy,D2
1217,"<USER> ""Goodwill"" now at $125.00. $27,000 x ? = Fine Still want your new CEO to make a public apology to all passengers of flight 136",negative,0,emoji_heavy,D2
1218,<USER> 50 min on hold trying to book award flight because site errors out. Agents ask for my pin to see platinum availability??? badbadbad,negative,0,emoji_heavy,D2
1219,<USER> Never felt better taken care of! Indian aunties are the gold standard. Thanks Aruna! <URL>,positive,2,negation|emoji_heavy,D2
1220,<USER> great customer service thanks,positive,2,emoji_heavy,D2
1221,<USER> can you tell me how to file a claim for clothing that had to be purchased?,negative,0,emoji_heavy,D2
1222,<USER> I just checked in online for tomorrow's flight - thought I should get auto upgrade? (Already got the email saying no seats),neutral,1,negation|emoji_heavy,D2
1223,<USER> what's the point? So I can wait for another 6 weeks. U r one of the only airlines that refuses to handle complaints by phone,negative,0,emoji_heavy,D2
1224,<USER> but again UNITED DOESNT GIVE 2 SHITS ABOUT THEIR CUSTOMERS,negative,0,emoji_heavy,D2
1225,<USER> #tbt every day.,positive,2,emoji_heavy|short_ambiguous,D2
1226,".<USER> thx for confirming! Again, yr team is awesome. Thanks for the prompt &amp; helpful response! Cheers to less snow in everyone's future",positive,2,emoji_heavy,D2
1227,<USER> love being told you would issue a refund when you couldn't get us out of the way of a hurricane to have it denied,positive,2,emoji_heavy,D2
1228,<USER> hire more customer service agents. And hour and a half is too long to hold,negative,0,emoji_heavy,D2
1229,<USER> ooh thanks!,positive,2,emoji_heavy|short_ambiguous,D2
1230,<USER> I'm hoping we don't miss our LAX - ITO connection. Not looking forward to being stuck at LAX overnight with our team....AGAIN!,negative,0,negation|emoji_heavy,D2
1231,<USER> Thks US #1786 2/19 PHL to FLL. Overall 1st class has improved with more food now on PHL to FLL and most crews are super.,positive,2,emoji_heavy,D2
1232,<USER> I'm getting calls from 1-800-433-7300 but the calls seem to drop instantly. Is there any alternate avenue for resched. support?,negative,0,emoji_heavy,D2
1233,"<USER> thank you for Cancelled Flighting my flight, last minute of course, to #GIS2015. I'm now missing one full day of my trip thanks to this!",negative,0,emoji_heavy,D2
1234,<USER> have you inspected the picture? routine aircraft check while on his cell phone? What will the FAA &amp; NYT say ? <URL>,negative,0,emoji_heavy,D2
1235,<USER> my cats flight was delayed 1+hour she will be arriving to Hawaii after 5 &amp; I won't be able to pick her up until tomorrow 😭,negative,0,emoji_heavy,D2
1236,<USER> still waiting #brokenpromises #notnice #neveragain #tellyourstory,negative,0,hashtag_heavy|emoji_heavy,D2
1237,<USER> I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...,negative,0,emoji_heavy,D2
1238,<USER> thanks for causing us to miss our connection and now a 6hour delay #flydeltanexttime,negative,0,emoji_heavy,D2
1239,<USER> Whoa! No tag and you still saw my tweet. Flight 105 JFK to Chicago. Trying to get home to see my little brother wrestle!,negative,0,negation|emoji_heavy,D2
1240,<USER> Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.,positive,2,emoji_heavy,D2
1241,<USER> Thanks for sharing these photos! Round of applause for your crews! We appreciate all their hard work.,positive,2,emoji_heavy,D2
1242,"<USER> 8602947, jon at <URL> thanks.",neutral,1,emoji_heavy,D2
1243,<USER> made it.. Never ran so fast in my life,neutral,1,negation|emoji_heavy,D2
1244,"<USER> instead of making seats smaller/thinner so u can jam more people on a flight,u should concentrate on maint &amp; happy customers",negative,0,emoji_heavy,D2
1245,"<USER> You can't control turbulence, but you can control customer experience, lot of scared people up here.",negative,0,emoji_heavy,D2
1246,<USER> hi is there a way we can check to track the flight that will arrive &amp; that will be our flight to depart.,neutral,1,emoji_heavy,D2
1247,<USER> why are your first fares in May over three times more than other carriers when all seats are available to select???,negative,0,emoji_heavy,D2
1248,<USER> i booked lh via ua. However at gate they rebooked me to a Late Flightr lh flight. Now that flight didnt earn pqd for me. How do i get it,negative,0,emoji_heavy,D2
1249,<USER> well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary,negative,0,emoji_heavy,D2
1250,<USER> that's it?!?!?,negative,0,emoji_heavy|short_ambiguous,D2
1251,"<USER> luckily, the people working the BSO at Chicago Midway have been very attentive and found our bags in Punta Cana.",positive,2,emoji_heavy,D2
1252,<USER> Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :),positive,2,negation|emoji_heavy,D2
1253,<USER> the group of minor children were broken up into groups. Some still in Miami. Delta has much better customer service!,negative,0,emoji_heavy,D2
1254,<USER> flight UA3774 after two delays. just Cancelled Flightled and no more flights to Norfolk that aren't booked. Renting a car.,negative,0,negation|emoji_heavy,D2
1255,<USER> has time to respond to everyone else's complaints but not mine. You just lost a customer,negative,0,negation|emoji_heavy,D2
1256,"<USER> For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines.",neutral,1,emoji_heavy,D2
1257,<USER> still can't get a real person on the phone to book a flight. Ready to just go with #jetblue since they care. #usairwayssucks,negative,0,hashtag_heavy|emoji_heavy,D2
1258,"<USER> since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed",negative,0,negation|emoji_heavy,D2
1259,<USER> no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.,negative,0,negation|emoji_heavy,D2
1260,<USER> Flight 3111 (N614SW) departs <USER> enroute to Indianapolis International Airport <URL>,neutral,1,emoji_heavy,D2
1261,<USER> I'm not know if the seats are actually narrower than other seats but they feel like it. Or maybe I'm extra bloated.,negative,0,negation|emoji_heavy,D2
1262,<USER> 4914 from PHL to BGM. I cannot believe this has happened 2x in under two weeks!,negative,0,emoji_heavy,D2
1263,<USER> workin on it. Waiting on him to reply.,neutral,1,emoji_heavy,D2
1264,<USER> if you are going to make me wait in the phone for a long time can you at least turn off the ads they are eating away at my soul,negative,0,emoji_heavy,D2
1265,<USER> how long does it take for customer feedback to respond to a complaint?,neutral,1,emoji_heavy,D2
1266,<USER> no I did not make connection. Your stellar employee Vicky Thomas refused to board me even though 23 empty seats on plane,negative,0,negation|emoji_heavy,D2
1267,<USER> <USER> <USER> I read that last hashtag as Go F United. Makes sense since they F us by Cancelled Flightling ticketed reservations,negative,0,emoji_heavy,D2
1268,<USER> ok thank you for the quick response JetBlue still the best comp,positive,2,emoji_heavy,D2
1269,<USER> screwing me over twice in one month. Learned my lesson. We are through.,negative,0,emoji_heavy,D2
1270,<USER> this has been the worst trip with little to no customer service,negative,0,negation|emoji_heavy,D2
1271,"<USER> No! We departed 24 hours Late Flightr, with a crazy crew. One of the lady simply freaked out and got away from job before departure.",negative,0,negation|emoji_heavy,D2
1272,"<USER> we tried. They're not at all helpful. Terrible customer service, at this airport, at least.",negative,0,negation|emoji_heavy,D2
1273,<USER> keep trying to call to change reservation and you keep hanging up on me,negative,0,emoji_heavy,D2
1274,"Aww, is it? <USER> I guess now I need to book a flight to somewhere warm ASAP! Any suggestions?",neutral,1,emoji_heavy,D2
1275,<USER> oh they saw it and said nothing.,neutral,1,emoji_heavy,D2
1276,"<USER> If this is customer service, then please call me.",negative,0,emoji_heavy,D2
1277,<USER> how is your gate agent gonna tell me my flight is on time when its 5 minutes past departure time and the previous flights plane..,negative,0,emoji_heavy,D2
1278,<USER> I had one interview I was the last person what does that mean?,negative,0,emoji_heavy,D2
1279,<USER> to battle <USER> on <USER>-<USER> route <URL> via <USER>,neutral,1,emoji_heavy,D2
1280,<USER> CEO discusses possibilities of NHL Vegas arena naming rights <URL> <USER> #sportsbiz,neutral,1,emoji_heavy,D2
1281,<USER> I have tried to talk to someone for almost 6 hrs! you Cancelled Flightled my flight and you won't pick up the phone. pathetic &amp; very sad,negative,0,emoji_heavy,D2
1282,<USER> and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,positive,2,emoji_heavy,D2
1283,"<USER> I'm an A-list Preferred customer and very loyal SWA. However, your inflight wifi is no better today than it was 4 years ago.",negative,0,negation|emoji_heavy,D2
1284,but why RT <USER>: Our fleet's on fleek. <URL>,neutral,1,emoji_heavy,D2
1285,<USER> Flight 6212...massive fail! They delaying to transport a crew member causing many to miss connections! Unreal!,negative,0,emoji_heavy,D2
1286,"<USER> my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.",neutral,1,emoji_heavy,D2
1287,<USER> don't merge with an airline that ain't ready for prime time and book your elite flyers on it! #NotHappy <USER> #NeedCoffee,negative,0,hashtag_heavy|emoji_heavy,D2
1288,"<USER> Yo, could that be a catering truck before mine eyes? Unmoving? <URL>",neutral,1,emoji_heavy,D2
1289,<USER> Can you help me update KTN on the profile? Ticket book via AA &amp; that info didn't get pass on. I've been on hold forever,negative,0,emoji_heavy,D2
1290,<USER> thank you for being jetblue and not jetgreen or jetred. blue is my favorite color! and jet blue makes it better :),positive,2,negation|emoji_heavy,D2
1291,<USER> How do I place it on hold and complete payment? I don't see any way to do that from my reservations page.,negative,0,emoji_heavy,D2
1292,<USER> to allow payment by #Apple Pay - Patriarc <URL>,neutral,1,emoji_heavy,D2
1293,<USER> You need to contact me ASAP. #Furious,neutral,1,emoji_heavy,D2
1294,.<USER> can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,negative,0,negation|emoji_heavy,D2
1295,"<USER> funny, both my flights yesterday were delayed because of mechanical issues. Rotten luck to get 2 planes in a row with ""issues""...",negative,0,emoji_heavy,D2
1296,"<USER> first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",positive,2,emoji_heavy,D2
1297,<USER> I unfortunately didn't get her name :( she was not nice!,negative,0,negation|emoji_heavy,D2
1298,<USER> my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.,negative,0,emoji_heavy,D2
1299,<USER> Comenity Bank is a joke! Please change. Nothing but constant problems with this bank,negative,0,emoji_heavy,D2
1300,"<USER> nonrefundable, hence I wrote $200! Doesn't make sense for my 150 credit. #nothanks",negative,0,emoji_heavy,D2
1301,<USER> is hiring for their Emerging Leader Development Program- Last day to apply is TODAY! Apply here: <URL>,neutral,1,emoji_heavy,D2
1302,<USER> it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++,negative,0,emoji_heavy,D2
1303,<USER> your a miserable airline and your loss of revenue is a reflection of that. Go extinct. A merger only delays the inevitable,negative,0,emoji_heavy,D2
1304,<USER> once you go blue you don't go back,negative,0,emoji_heavy,D2
1305,<USER> why is t that every time I fly jfk even more speed doesn't work waiting for 10 min #nogood,negative,0,emoji_heavy,D2
1306,<USER> Logically you would think you check all that before you have people board. I could've drove home in the time I've been waiting,negative,0,emoji_heavy,D2
1307,<USER> can you share where it is coming from?,neutral,1,emoji_heavy,D2
1308,"<USER> quick, let's board a plane so that we can sit on runway for 2 hours #clockwork #scareways #neverfails <USER>",negative,0,hashtag_heavy|emoji_heavy,D2
1309,<USER> and the 20min line I stood in to drop my bag off?,negative,0,emoji_heavy,D2
1310,"<USER> Way to suck at customer service, Dallas is trapped in an ice storm but you didn't Cancelled Flight 7am flight &amp; been on hold all day.",negative,0,emoji_heavy,D2
1311,<USER> Have him call me. I cant wait to see if anything happens. Your service really sucks.#usairwayssucks,negative,0,emoji_heavy,D2
1312,<USER> sent,neutral,1,emoji_heavy|short_ambiguous,D2
1313,<USER> 8 hrs of wait time is unbelieavle unaccpetable biggest airline in the world should have failback call centers,negative,0,emoji_heavy,D2
1314,"<USER> any chance u can help our family rebook their flight that was Cancelled Flightled, #4487?",negative,0,emoji_heavy,D2
1315,<USER> Your crew on 4028 tonight was outstanding. God bless them and the medically trained passengers on board.,positive,2,emoji_heavy,D2
1316,<USER> after 38 minutes on the phone I'm given another number to call now still on hold with them. <URL>,negative,0,emoji_heavy,D2
1317,<USER> Left my computer on the plane. Two weeks Late Flightr they found it and sent it to me. #greatservice. #happy #customer,positive,2,hashtag_heavy|emoji_heavy,D2
1318,<USER> thank you! My lost item was located at ORD and is being returned to me.,positive,2,emoji_heavy,D2
1319,<USER> hi my flight to DFW 2463 was Cancelled Flightled tonight. Called in and left my number for call back it's been 3hrs please help.,negative,0,emoji_heavy,D2
1320,<USER> on hold now over 2 hrs on one phone hung on 5 x on another? How do you reach a person? No weather condition makes this excusable!,negative,0,negation|emoji_heavy,D2
1321,<USER> These birds could fly to South America for example #Argentina,neutral,1,emoji_heavy,D2
1322,<USER> Other carriers are less than half price for a round trip fare. I am stunned. <URL>,negative,0,emoji_heavy,D2
1323,<USER> Offers Atlanta Unprecedented Perk <URL> <URL>,positive,2,emoji_heavy,D2
1324,<USER> gotta be worse than <USER> w/ on time departures. I rushed back to terminal C for 8:25 flight but they haven't strtd boarding.,negative,0,emoji_heavy,D2
1325,"<USER> (2/2) I have their name (boarding pass was in there, too). I think they might really need this. Any ideas?",neutral,1,emoji_heavy,D2
1326,"<USER> and have empty ""help"" desks",negative,0,emoji_heavy,D2
1327,<USER>? | RT <USER>: New airline expected to make its way to MEM <URL>,neutral,1,emoji_heavy,D2
1328,“<USER>: Looking for a reason to travel? #quote <URL>,positive,2,emoji_heavy,D2
1329,<USER> don't see response!,negative,0,emoji_heavy|short_ambiguous,D2
1330,<USER> message and pics sent...,neutral,1,emoji_heavy,D2
1331,<USER> luv my companion pass!,positive,2,emoji_heavy,D2
1332,"<USER> you service agents at MCO are great, but their are not enough of them working right now!",negative,0,negation|emoji_heavy,D2
1333,<USER> thank you!,positive,2,emoji_heavy|short_ambiguous,D2
1334,<USER> that's cause we're TrueBlue! It's ur #love that keeps liftin' me #higherandhigher <URL> <URL>,neutral,1,hashtag_heavy|emoji_heavy,D2
1335,<USER> I filled out the form but I haven’t received any sort of email confirmation that it’s been received. Is that normal?,neutral,1,emoji_heavy,D2
1336,<USER> Thanks! Are they really open 3.30 am - 7 pm every day? Any way to check they are open before going all the way there? Thanks.,positive,2,emoji_heavy,D2
1337,<USER> love how you hold flight 2851 in PHX for Late Flight passengers and make us all over an hour Late Flight. Great job.,negative,0,emoji_heavy,D2
1338,<USER> got another flight. Thanks you,positive,2,emoji_heavy,D2
1339,"<USER> Haha I had a boarding pass for 12B, was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries.",positive,2,negation|emoji_heavy,D2
1340,"<USER> That's right! :) Game, set, match.",neutral,1,emoji_heavy,D2
1341,<USER> Not fast enough. No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.,negative,0,negation|emoji_heavy,D2
1342,<USER> I'm on UA1118 and my direct tv isn't working. How do I avoid this in future?,negative,0,emoji_heavy,D2
1343,<USER> doesn't even have gluten free peanuts. whyyy me??,negative,0,emoji_heavy,D2
1344,"<USER> I love the service and cheap upgrades American Provides! One of the best airlines ever! good food, good seats, amazing thanks!",positive,2,emoji_heavy,D2
1345,<USER> ready to go to Disneyworld! For the <USER> #PrincessHalf <URL>,positive,2,emoji_heavy,D2
1346,<USER> always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence,negative,0,emoji_heavy,D2
1347,<USER> is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather,neutral,1,emoji_heavy,D2
1348,<USER> I had to sit in your kitchen and move stuff around so I had what I needed. I'm extremely disappointed in your service,negative,0,emoji_heavy,D2
1349,<USER> not happening. Delta took care of us. Peace!,negative,0,negation|emoji_heavy,D2
1350,<USER> go <USER> go!,neutral,1,emoji_heavy|short_ambiguous,D2
1351,<USER> serious attitude. I was in the fault for running a tad behind but before she even knew my name or my flight info she ASSURED Me,negative,0,emoji_heavy,D2
1352,<USER> so I was just told I was coded as an upgrade... I clearly purchased this seat with my miles and refuse to downgrade. #ripoff,negative,0,emoji_heavy,D2
1353,"<USER> Hi ho, hi ho. It's off to work I go. #WeeklyCommuteOnAA <URL>",neutral,1,emoji_heavy,D2
1354,"<USER> I understand that. But 14 hours Late Flightr, I still haven't heard a word! How can you plan your week with no zero information!",negative,0,negation|emoji_heavy,D2
1355,<USER> Handled. I found tkt on floor dropped by someone. No way - I’m in wheelchair - to get to podium.,negative,0,negation|emoji_heavy,D2
1356,<USER> how do you log out of wifi in flight? Don't see any option and made typo when logging in. HELP!!,negative,0,emoji_heavy,D2
1357,"<USER> / <USER> was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time",negative,0,emoji_heavy,D2
1358,<USER> #AmericanAirlines on approach to mex.... <URL>,neutral,1,emoji_heavy,D2
1359,<USER> tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures,negative,0,emoji_heavy,D2
1360,<USER> been on hold for over and hour now.,negative,0,emoji_heavy,D2
1361,<USER> should I expect delays at dca for 7am departure? Going to Orlando on flight 723,neutral,1,emoji_heavy,D2
1362,<USER> Using JetBlue air miles?,neutral,1,emoji_heavy,D2
1363,<USER> Mark T. in Austin was great handling my bag issue. #thanks,positive,2,emoji_heavy,D2
1364,<USER> a year and every time with US Air something happens. I sat waiting for a re-scheduled flight for 10 hours then to say its,negative,0,emoji_heavy,D2
1365,<USER> yeah either by refunding my money or 2 free round trips to compensate for all the trouble we were put through.,negative,0,emoji_heavy,D2
1366,"<USER> could care more about their customer, if there is a reasonable request :(",negative,0,emoji_heavy,D2
1367,"<USER> but wait! They are booked, along with all other hotels nearby. I was sent anyway, to the hotel managers disbelief.",negative,0,emoji_heavy,D2
1368,<USER> cut it. Put me on a flt tomorrow.,negative,0,emoji_heavy,D2
1369,"<USER> Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable.",negative,0,negation|emoji_heavy,D2
1370,<USER> I am furious. You're firm is a disgrace. Despite all our efforts you did zero to protect our daughter. All alone at night # United,negative,0,emoji_heavy,D2
1371,<USER> Ph the pat answers are BS. After I was denied boarding it sat at the gate until 9:05! Your employees totally suck.,negative,0,emoji_heavy,D2
1372,<USER> I'm asking if you can simplify the communications- thx,negative,0,emoji_heavy,D2
1373,<USER> Your hold music needs 2 be fixed:certain tracks have loud phone button mashing tones in them.Estimated wait time would help 2.,negative,0,emoji_heavy,D2
1374,<USER> customer service fail... Todays experience will ensure I do my best NEVER to utilize you again...,negative,0,negation|emoji_heavy,D2
1375,<USER> had a great flight to Orlando from Hartford a few weeks ago! Was great to get out on time and arrive early!,positive,2,emoji_heavy,D2
1376,"<USER> sitting on plane in Columbus, supposed to leave an hour ago. Now the mechanic can't find a tool to service the shock absorber.",negative,0,emoji_heavy,D2
1377,"<USER> hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢",negative,0,negation|emoji_heavy,D2
1378,"<USER> flight1407, it's been a long day! Arrived from London at 11 this morning",negative,0,emoji_heavy,D2
1379,<USER> leisure. Military personnel for safety reason R highly recommended to not travel in uniform,neutral,1,negation|emoji_heavy,D2
1380,<USER> I'm stuck in Fort Lauderdale.,negative,0,emoji_heavy,D2
1381,"<USER> If I could/wanted to call I wouldn't use the internet to make a reservation. Site won't work on Chrome, on several computers.",negative,0,emoji_heavy,D2
1382,<USER> gold desk quoting me $900 to rebook due to weather. Can buy first seat on same flight for $440. Why? On hold for 45+ mins now,negative,0,emoji_heavy,D2
1383,<USER> no I will be calling corporate!,negative,0,negation|emoji_heavy,D2
1384,<USER> thanks! More concerned about the conflicting texts I was receiving my about my flight Having to drive 10 hours now 😢,negative,0,emoji_heavy,D2
1385,"Hey <USER> based on the number of retweets and likes on my FB post, it's nice to know I'm not alone in my frustrations with you guys!",negative,0,negation|emoji_heavy,D2
1386,<USER> they told to check with the airline regulation first so that is why I contacted you.,neutral,1,emoji_heavy,D2
1387,<USER> your agent did not say,negative,0,negation|emoji_heavy,D2
1388,<USER> Many Thanks for the Follow. #ourprincess #freyasfund #USA #Bandie Looking for Any Help😍 💗🇬🇧💗🇺🇸💗 🎀🌏🎀 <URL>,neutral,1,hashtag_heavy|emoji_heavy,D2
1389,<USER> why can't you help me after you made mistake and dropped my early bird check in on your end? Where is the LUV?,negative,0,emoji_heavy,D2
1390,<USER> it sucks not having the money to book a flight to see the love of my life. 2600 miles away.,neutral,1,negation|emoji_heavy,D2
1391,<USER> alright.,neutral,1,emoji_heavy|short_ambiguous,D2
1392,"<USER> I just reserved a flight with my companion certificate, where do I mail the certificate for verification???? THX!!!",neutral,1,emoji_heavy,D2
1393,<USER> well we should have been told that before we were sitting on the plane for an hour to have the option of not getting on.,negative,0,negation|emoji_heavy,D2
1394,"<USER> announced that people going to FL via Charlotte would have to go to a different plane &amp; gate, but it was a 'direct flight' #logic",neutral,1,emoji_heavy,D2
1395,<USER> so the seat next to me (19B) on flight 1943 to Seattle has a tray table that is falling off... <URL>,negative,0,emoji_heavy,D2
1396,<USER> selfie on the flight 83 from #JFK to #Orlando . With <USER> <URL>,neutral,1,hashtag_heavy|emoji_heavy,D2
1397,<USER> I received a brochure in the mail touting all the benefits of the advantage card with usa now merged...baggage included,neutral,1,emoji_heavy,D2
1398,"<USER> Im just saying change can be amazing, like Miami. 😉",neutral,1,emoji_heavy,D2
1399,<USER> half hour Late Flight leaving DFW...no attempt at an explanation,negative,0,negation|emoji_heavy,D2
1400,<USER> <USER> How r u supposed to change flights when u can't get thru to reservations? #OneHourOnHold,negative,0,emoji_heavy,D2
1401,<USER> and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,negative,0,emoji_heavy,D2
1402,<USER> mine is GJQX6J husband is A587CW (Can't DM for some reason.),neutral,1,emoji_heavy,D2
1403,<USER> -doing best??? Think not. Lousy way to run an airline. Why no online way to connect? You be on hold for 2hrs &amp; then zip,negative,0,negation|emoji_heavy,D2
